Brightness,Face Detected
0.9990370373725904,False
1.1313549796985196,True
0.6629069820598891,True
1.4796777363093334,True
0.8910393303186047,True
0.5266693615955755,True
1.1343310897281227,True
0.6105159805229969,True
0.984139011794873,True
0.7417141641731023,True
0.624293888477527,True
0.9159767542758281,True
0.6558284331846226,True
1.3362990906763264,True
1.2199196293816148,True
1.1716512093841502,True
0.7377110983906447,True
1.1131744938791552,True
1.0257954105825693,True
0.7566281153244598,True
1.3857085948055765,True
1.0871061352364788,True
0.7952360929369268,True
0.7958018667395252,True
1.2510973174135391,True
0.9914065546810056,True
0.7727565332281464,True
1.1603093055212472,True
1.2849140087648476,True
0.5474830133751516,True
1.0491479342588355,True
1.076245496726636,True
1.4858820959005772,True
0.5041132418032231,True
1.0453262140367774,True
0.5647678867203509,True
0.7768339960815098,True
0.9050561386904427,True
0.6009459879022517,True
0.570646842033515,True
0.9155008190093895,True
1.1051689946313061,True
1.3690058407157368,True
0.5188534057997947,True
1.217307616931645,True
1.0500375746032815,True
1.3788856691409106,True
1.2659232243215761,True
0.616864550569236,True
1.1514364454259702,True
1.0175351849849048,True
0.8656195307004301,True
1.095080076087021,True
1.3611378737496502,True
1.1428437308012414,True
1.1718513503255847,True
1.3406302391352982,True
0.693173582250167,True
1.3016137786382855,True
0.950435271111981,True
1.173702341631509,True
0.6805431109264001,True
1.4575383402334046,True
1.4022392137110526,True
1.0002027367153237,True
1.0344555066569074,True
0.7052709889591912,True
1.4791170572564145,True
0.8077990028365897,True
0.5059922111661729,True
1.435807817969681,True
1.2180640856513207,True
1.1971559601613477,True
1.0051986933243993,True
1.2298704239731548,True
1.1883420437939094,True
0.9270477695552973,True
0.5959875723226619,True
1.0633111887505593,True
0.8018550519797478,True
1.1179586033840943,True
0.9762353720146062,True
1.190316105956696,True
1.232914631478988,True
0.8420973224807026,True
1.0637738241360446,True
0.7313946597691491,True
0.7027809388717056,True
1.0604509520046332,True
0.7708739434238618,True
1.1518440089712962,True
1.4980816858464892,True
1.305775490485292,True
0.524752403122457,True
1.1706436784792467,True
0.860439847972452,True
0.7727028793276381,True
1.0637970205466525,True
1.3636200431160983,True
0.7284083539115757,True
